,Date,Start (ET),Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes
1025,"Fri, Mar 18, 2016",8:30 pm,Box Score,Golden State Warriors,130.0,Dallas Mavericks,112.0,,
1026,"Fri, Mar 18, 2016",7:30 pm,Box Score,Sacramento Kings,108.0,Detroit Pistons,115.0,,
1027,"Fri, Mar 18, 2016",8:00 pm,Box Score,Minnesota Timberwolves,111.0,Houston Rockets,116.0,,
1028,"Fri, Mar 18, 2016",10:30 pm,Box Score,Phoenix Suns,95.0,Los Angeles Lakers,90.0,,
1029,"Fri, Mar 18, 2016",8:00 pm,Box Score,Portland Trail Blazers,117.0,New Orleans Pelicans,112.0,,
1030,"Fri, Mar 18, 2016",7:00 pm,Box Score,Cleveland Cavaliers,109.0,Orlando Magic,103.0,,
1031,"Fri, Mar 18, 2016",7:00 pm,Box Score,Oklahoma City Thunder,111.0,Philadelphia 76ers,97.0,,
1032,"Fri, Mar 18, 2016",7:30 pm,Box Score,Boston Celtics,91.0,Toronto Raptors,105.0,,
1033,"Sat, Mar 19, 2016",7:30 pm,Box Score,Houston Rockets,97.0,Atlanta Hawks,109.0,,
1034,"Sat, Mar 19, 2016",8:00 pm,Box Score,Utah Jazz,85.0,Chicago Bulls,92.0,,
1035,"Sat, Mar 19, 2016",6:00 pm,Box Score,Denver Nuggets,101.0,Charlotte Hornets,93.0,,
1036,"Sat, Mar 19, 2016",7:00 pm,Box Score,Brooklyn Nets,103.0,Detroit Pistons,115.0,,
1037,"Sat, Mar 19, 2016",7:00 pm,Box Score,Oklahoma City Thunder,115.0,Indiana Pacers,111.0,,
1038,"Sat, Mar 19, 2016",8:00 pm,Box Score,Los Angeles Clippers,102.0,Memphis Grizzlies,113.0,,
1039,"Sat, Mar 19, 2016",7:30 pm,Box Score,Cleveland Cavaliers,101.0,Miami Heat,122.0,,
1040,"Sat, Mar 19, 2016",8:30 pm,Box Score,Golden State Warriors,79.0,San Antonio Spurs,87.0,,
1041,"Sat, Mar 19, 2016",7:00 pm,Box Score,New York Knicks,89.0,Washington Wizards,99.0,,
1042,"Sun, Mar 20, 2016",4:00 pm,Box Score,Portland Trail Blazers,120.0,Dallas Mavericks,132.0,OT,
1043,"Sun, Mar 20, 2016",7:00 pm,Box Score,Utah Jazz,94.0,Milwaukee Bucks,85.0,,
1044,"Sun, Mar 20, 2016",6:00 pm,Box Score,Los Angeles Clippers,105.0,New Orleans Pelicans,109.0,,
1045,"Sun, Mar 20, 2016",7:30 pm,Box Score,Sacramento Kings,88.0,New York Knicks,80.0,,
1046,"Sun, Mar 20, 2016",6:00 pm,Box Score,Boston Celtics,120.0,Philadelphia 76ers,105.0,,
1047,"Sun, Mar 20, 2016",4:30 pm,Box Score,Orlando Magic,100.0,Toronto Raptors,105.0,,
1048,"Mon, Mar 21, 2016",8:00 pm,Box Score,Washington Wizards,117.0,Atlanta Hawks,102.0,,
1049,"Mon, Mar 21, 2016",7:30 pm,Box Score,Orlando Magic,96.0,Boston Celtics,107.0,,
1050,"Mon, Mar 21, 2016",8:00 pm,Box Score,Sacramento Kings,102.0,Chicago Bulls,109.0,,
1051,"Mon, Mar 21, 2016",7:00 pm,Box Score,San Antonio Spurs,88.0,Charlotte Hornets,91.0,,
1052,"Mon, Mar 21, 2016",7:00 pm,Box Score,Denver Nuggets,91.0,Cleveland Cavaliers,124.0,,
1053,"Mon, Mar 21, 2016",7:30 pm,Box Score,Milwaukee Bucks,91.0,Detroit Pistons,92.0,,
1054,"Mon, Mar 21, 2016",7:00 pm,Box Score,Philadelphia 76ers,75.0,Indiana Pacers,91.0,,
1055,"Mon, Mar 21, 2016",8:00 pm,Box Score,Golden State Warriors,109.0,Minnesota Timberwolves,104.0,,
1056,"Mon, Mar 21, 2016",10:00 pm,Box Score,Memphis Grizzlies,103.0,Phoenix Suns,97.0,,
1057,"Tue, Mar 22, 2016",7:30 pm,Box Score,Charlotte Hornets,105.0,Brooklyn Nets,100.0,,
1058,"Tue, Mar 22, 2016",10:30 pm,Box Score,Memphis Grizzlies,100.0,Los Angeles Lakers,107.0,,
1059,"Tue, Mar 22, 2016",8:00 pm,Box Score,Miami Heat,113.0,New Orleans Pelicans,99.0,,
1060,"Tue, Mar 22, 2016",8:00 pm,Box Score,Houston Rockets,107.0,Oklahoma City Thunder,111.0,,
1061,"Wed, Mar 23, 2016",7:30 pm,Box Score,Toronto Raptors,79.0,Boston Celtics,91.0,,
1062,"Wed, Mar 23, 2016",8:00 pm,Box Score,New York Knicks,115.0,Chicago Bulls,107.0,,
1063,"Wed, Mar 23, 2016",7:00 pm,Box Score,Milwaukee Bucks,104.0,Cleveland Cavaliers,113.0,,
1064,"Wed, Mar 23, 2016",9:00 pm,Box Score,Philadelphia 76ers,103.0,Denver Nuggets,104.0,,
1065,"Wed, Mar 23, 2016",7:30 pm,Box Score,Orlando Magic,102.0,Detroit Pistons,118.0,,
1066,"Wed, Mar 23, 2016",10:30 pm,Box Score,Los Angeles Clippers,98.0,Golden State Warriors,114.0,,
1067,"Wed, Mar 23, 2016",8:00 pm,Box Score,Utah Jazz,89.0,Houston Rockets,87.0,,
1068,"Wed, Mar 23, 2016",8:00 pm,Box Score,Sacramento Kings,104.0,Minnesota Timberwolves,113.0,,
1069,"Wed, Mar 23, 2016",10:00 pm,Box Score,Los Angeles Lakers,107.0,Phoenix Suns,119.0,,
1070,"Wed, Mar 23, 2016",10:00 pm,Box Score,Dallas Mavericks,103.0,Portland Trail Blazers,109.0,,
1071,"Wed, Mar 23, 2016",8:30 pm,Box Score,Miami Heat,88.0,San Antonio Spurs,112.0,,
1072,"Wed, Mar 23, 2016",7:00 pm,Box Score,Atlanta Hawks,122.0,Washington Wizards,101.0,,
1073,"Thu, Mar 24, 2016",7:30 pm,Box Score,Cleveland Cavaliers,95.0,Brooklyn Nets,104.0,,
1074,"Thu, Mar 24, 2016",7:00 pm,Box Score,New Orleans Pelicans,84.0,Indiana Pacers,92.0,,
1075,"Thu, Mar 24, 2016",10:30 pm,Box Score,Portland Trail Blazers,94.0,Los Angeles Clippers,96.0,,
1076,"Thu, Mar 24, 2016",7:30 pm,Box Score,Chicago Bulls,94.0,New York Knicks,106.0,,
1077,"Thu, Mar 24, 2016",8:00 pm,Box Score,Utah Jazz,91.0,Oklahoma City Thunder,113.0,,
1078,"Fri, Mar 25, 2016",8:00 pm,Box Score,Milwaukee Bucks,90.0,Atlanta Hawks,101.0,,
1079,"Fri, Mar 25, 2016",7:30 pm,Box Score,Charlotte Hornets,105.0,Detroit Pistons,112.0,,
1080,"Fri, Mar 25, 2016",10:30 pm,Box Score,Dallas Mavericks,120.0,Golden State Warriors,128.0,,
1081,"Fri, Mar 25, 2016",8:00 pm,Box Score,Toronto Raptors,109.0,Houston Rockets,112.0,,
1082,"Fri, Mar 25, 2016",10:30 pm,Box Score,Denver Nuggets,116.0,Los Angeles Lakers,105.0,,
1083,"Fri, Mar 25, 2016",8:00 pm,Box Score,Orlando Magic,97.0,Miami Heat,108.0,,
1084,"Fri, Mar 25, 2016",10:00 pm,Box Score,Phoenix Suns,94.0,Sacramento Kings,116.0,,
1085,"Fri, Mar 25, 2016",8:30 pm,Box Score,Memphis Grizzlies,104.0,San Antonio Spurs,110.0,,
1086,"Fri, Mar 25, 2016",7:00 pm,Box Score,Minnesota Timberwolves,132.0,Washington Wizards,129.0,2OT,
1087,"Sat, Mar 26, 2016",6:00 pm,Box Score,Indiana Pacers,110.0,Brooklyn Nets,120.0,,
1088,"Sat, Mar 26, 2016",7:30 pm,Box Score,Atlanta Hawks,112.0,Detroit Pistons,95.0,,
1089,"Sat, Mar 26, 2016",8:30 pm,Box Score,Charlotte Hornets,115.0,Milwaukee Bucks,91.0,,
1090,"Sat, Mar 26, 2016",8:00 pm,Box Score,Utah Jazz,93.0,Minnesota Timberwolves,84.0,,
1091,"Sat, Mar 26, 2016",7:00 pm,Box Score,Toronto Raptors,115.0,New Orleans Pelicans,91.0,,
1092,"Sat, Mar 26, 2016",7:30 pm,Box Score,Cleveland Cavaliers,107.0,New York Knicks,93.0,,
1093,"Sat, Mar 26, 2016",8:00 pm,Box Score,San Antonio Spurs,92.0,Oklahoma City Thunder,111.0,,
1094,"Sat, Mar 26, 2016",7:00 pm,Box Score,Chicago Bulls,89.0,Orlando Magic,111.0,,
1095,"Sat, Mar 26, 2016",10:00 pm,Box Score,Boston Celtics,102.0,Phoenix Suns,99.0,,
1096,"Sat, Mar 26, 2016",10:00 pm,Box Score,Philadelphia 76ers,105.0,Portland Trail Blazers,108.0,,
1097,"Sun, Mar 27, 2016",8:00 pm,Box Score,Philadelphia 76ers,105.0,Golden State Warriors,117.0,,
1098,"Sun, Mar 27, 2016",6:00 pm,Box Score,Houston Rockets,101.0,Indiana Pacers,104.0,,
1099,"Sun, Mar 27, 2016",3:30 pm,Box Score,Denver Nuggets,90.0,Los Angeles Clippers,105.0,,
1100,"Sun, Mar 27, 2016",9:30 pm,Box Score,Washington Wizards,101.0,Los Angeles Lakers,88.0,,
1101,"Sun, Mar 27, 2016",6:00 pm,Box Score,Dallas Mavericks,111.0,Sacramento Kings,133.0,,
1102,"Mon, Mar 28, 2016",8:00 pm,Box Score,Atlanta Hawks,102.0,Chicago Bulls,100.0,,
1103,"Mon, Mar 28, 2016",9:00 pm,Box Score,Dallas Mavericks,97.0,Denver Nuggets,88.0,,
1104,"Mon, Mar 28, 2016",10:30 pm,Box Score,Boston Celtics,90.0,Los Angeles Clippers,114.0,,
1105,"Mon, Mar 28, 2016",8:00 pm,Box Score,San Antonio Spurs,101.0,Memphis Grizzlies,87.0,,
1106,"Mon, Mar 28, 2016",7:30 pm,Box Score,Brooklyn Nets,99.0,Miami Heat,110.0,,
1107,"Mon, Mar 28, 2016",8:00 pm,Box Score,Phoenix Suns,116.0,Minnesota Timberwolves,121.0,,
1108,"Mon, Mar 28, 2016",8:00 pm,Box Score,New York Knicks,91.0,New Orleans Pelicans,99.0,,
1109,"Mon, Mar 28, 2016",10:00 pm,Box Score,Sacramento Kings,93.0,Portland Trail Blazers,105.0,,
1110,"Mon, Mar 28, 2016",7:30 pm,Box Score,Oklahoma City Thunder,119.0,Toronto Raptors,100.0,,
1111,"Mon, Mar 28, 2016",9:00 pm,Box Score,Los Angeles Lakers,75.0,Utah Jazz,123.0,,
1112,"Tue, Mar 29, 2016",8:00 pm,Box Score,Houston Rockets,106.0,Cleveland Cavaliers,100.0,,
1113,"Tue, Mar 29, 2016",7:30 pm,Box Score,Oklahoma City Thunder,82.0,Detroit Pistons,88.0,,
1114,"Tue, Mar 29, 2016",10:30 pm,Box Score,Washington Wizards,94.0,Golden State Warriors,102.0,,
1115,"Tue, Mar 29, 2016",7:00 pm,Box Score,Chicago Bulls,98.0,Indiana Pacers,96.0,,
1116,"Tue, Mar 29, 2016",7:00 pm,Box Score,Brooklyn Nets,105.0,Orlando Magic,139.0,,
1117,"Tue, Mar 29, 2016",7:00 pm,Box Score,Charlotte Hornets,100.0,Philadelphia 76ers,85.0,,
1118,"Wed, Mar 30, 2016",8:30 pm,Box Score,New York Knicks,89.0,Dallas Mavericks,91.0,,
1119,"Wed, Mar 30, 2016",10:30 pm,Box Score,Miami Heat,100.0,Los Angeles Lakers,102.0,OT,
1120,"Wed, Mar 30, 2016",8:00 pm,Box Score,Denver Nuggets,109.0,Memphis Grizzlies,105.0,,
1121,"Wed, Mar 30, 2016",8:00 pm,Box Score,Phoenix Suns,94.0,Milwaukee Bucks,105.0,,
1122,"Wed, Mar 30, 2016",8:00 pm,Box Score,Los Angeles Clippers,99.0,Minnesota Timberwolves,79.0,,
1123,"Wed, Mar 30, 2016",10:00 pm,Box Score,Washington Wizards,111.0,Sacramento Kings,120.0,,
1124,"Wed, Mar 30, 2016",8:30 pm,Box Score,New Orleans Pelicans,92.0,San Antonio Spurs,100.0,,
1125,"Wed, Mar 30, 2016",7:30 pm,Box Score,Atlanta Hawks,97.0,Toronto Raptors,105.0,,
1126,"Wed, Mar 30, 2016",9:00 pm,Box Score,Golden State Warriors,103.0,Utah Jazz,96.0,OT,
1127,"Thu, Mar 31, 2016",7:00 pm,Box Score,Brooklyn Nets,87.0,Cleveland Cavaliers,107.0,,
1128,"Thu, Mar 31, 2016",7:00 pm,Box Score,Chicago Bulls,103.0,Houston Rockets,100.0,,
1129,"Thu, Mar 31, 2016",7:00 pm,Box Score,Orlando Magic,114.0,Indiana Pacers,94.0,,
1130,"Thu, Mar 31, 2016",8:00 pm,Box Score,Denver Nuggets,95.0,New Orleans Pelicans,101.0,,
1131,"Thu, Mar 31, 2016",9:30 pm,Box Score,Los Angeles Clippers,117.0,Oklahoma City Thunder,119.0,,
1132,"Thu, Mar 31, 2016",10:00 pm,Box Score,Boston Celtics,109.0,Portland Trail Blazers,116.0,,
1133,April,,,,,,,,
1134,"Fri, Apr 1, 2016",8:00 pm,Box Score,Cleveland Cavaliers,110.0,Atlanta Hawks,108.0,OT,
1135,"Fri, Apr 1, 2016",7:00 pm,Box Score,Philadelphia 76ers,91.0,Charlotte Hornets,100.0,,
1136,"Fri, Apr 1, 2016",7:30 pm,Box Score,Dallas Mavericks,98.0,Detroit Pistons,89.0,,
1137,"Fri, Apr 1, 2016",10:30 pm,Box Score,Boston Celtics,109.0,Golden State Warriors,106.0,,
1138,"Fri, Apr 1, 2016",8:00 pm,Box Score,Toronto Raptors,99.0,Memphis Grizzlies,95.0,,
1139,"Fri, Apr 1, 2016",8:00 pm,Box Score,Orlando Magic,110.0,Milwaukee Bucks,113.0,,
1140,"Fri, Apr 1, 2016",7:30 pm,Box Score,Brooklyn Nets,91.0,New York Knicks,105.0,,
1141,"Fri, Apr 1, 2016",10:30 pm,Box Score,Washington Wizards,106.0,Phoenix Suns,99.0,,
1142,"Fri, Apr 1, 2016",10:00 pm,Box Score,Miami Heat,112.0,Sacramento Kings,106.0,,
1143,"Fri, Apr 1, 2016",9:00 pm,Box Score,Minnesota Timberwolves,85.0,Utah Jazz,98.0,,
1144,"Sat, Apr 2, 2016",8:00 pm,Box Score,Detroit Pistons,94.0,Chicago Bulls,90.0,,
1145,"Sat, Apr 2, 2016",9:00 pm,Box Score,Sacramento Kings,115.0,Denver Nuggets,106.0,,
1146,"Sat, Apr 2, 2016",7:30 pm,Box Score,Indiana Pacers,115.0,Philadelphia 76ers,102.0,,
1147,"Sat, Apr 2, 2016",10:00 pm,Box Score,Miami Heat,93.0,Portland Trail Blazers,110.0,,
1148,"Sat, Apr 2, 2016",8:30 pm,Box Score,Toronto Raptors,95.0,San Antonio Spurs,102.0,,
1149,"Sun, Apr 3, 2016",1:00 pm,Box Score,New Orleans Pelicans,106.0,Brooklyn Nets,87.0,,
1150,"Sun, Apr 3, 2016",3:30 pm,Box Score,Charlotte Hornets,103.0,Cleveland Cavaliers,112.0,,
1151,"Sun, Apr 3, 2016",8:00 pm,Box Score,Portland Trail Blazers,111.0,Golden State Warriors,136.0,,
1152,"Sun, Apr 3, 2016",3:30 pm,Box Score,Oklahoma City Thunder,110.0,Houston Rockets,118.0,,
1153,"Sun, Apr 3, 2016",3:30 pm,Box Score,Washington Wizards,109.0,Los Angeles Clippers,114.0,,
1154,"Sun, Apr 3, 2016",9:30 pm,Box Score,Boston Celtics,107.0,Los Angeles Lakers,100.0,,
1155,"Sun, Apr 3, 2016",7:00 pm,Box Score,Chicago Bulls,102.0,Milwaukee Bucks,98.0,,
1156,"Sun, Apr 3, 2016",3:30 pm,Box Score,Dallas Mavericks,88.0,Minnesota Timberwolves,78.0,,
1157,"Sun, Apr 3, 2016",7:30 pm,Box Score,Indiana Pacers,92.0,New York Knicks,87.0,,
1158,"Sun, Apr 3, 2016",6:00 pm,Box Score,Memphis Grizzlies,107.0,Orlando Magic,119.0,,
1159,"Sun, Apr 3, 2016",6:00 pm,Box Score,Utah Jazz,101.0,Phoenix Suns,86.0,,
1160,"Tue, Apr 5, 2016",8:00 pm,Box Score,Phoenix Suns,90.0,Atlanta Hawks,103.0,,
1161,"Tue, Apr 5, 2016",9:00 pm,Box Score,Oklahoma City Thunder,124.0,Denver Nuggets,102.0,,
1162,"Tue, Apr 5, 2016",10:30 pm,Box Score,Minnesota Timberwolves,124.0,Golden State Warriors,117.0,OT,
1163,"Tue, Apr 5, 2016",10:30 pm,Box Score,Los Angeles Lakers,81.0,Los Angeles Clippers,103.0,,
1164,"Tue, Apr 5, 2016",8:00 pm,Box Score,Chicago Bulls,92.0,Memphis Grizzlies,108.0,,
1165,"Tue, Apr 5, 2016",8:00 pm,Box Score,Detroit Pistons,89.0,Miami Heat,107.0,,
1166,"Tue, Apr 5, 2016",8:00 pm,Box Score,Cleveland Cavaliers,109.0,Milwaukee Bucks,80.0,,
1167,"Tue, Apr 5, 2016",7:00 pm,Box Score,New Orleans Pelicans,93.0,Philadelphia 76ers,107.0,,
1168,"Tue, Apr 5, 2016",10:00 pm,Box Score,Portland Trail Blazers,115.0,Sacramento Kings,107.0,,
1169,"Tue, Apr 5, 2016",7:30 pm,Box Score,Charlotte Hornets,90.0,Toronto Raptors,96.0,,
1170,"Tue, Apr 5, 2016",9:00 pm,Box Score,San Antonio Spurs,88.0,Utah Jazz,86.0,,
1171,"Wed, Apr 6, 2016",7:30 pm,Box Score,New Orleans Pelicans,97.0,Boston Celtics,104.0,,
1172,"Wed, Apr 6, 2016",9:30 pm,Box Score,Houston Rockets,86.0,Dallas Mavericks,88.0,,
1173,"Wed, Apr 6, 2016",7:00 pm,Box Score,Cleveland Cavaliers,109.0,Indiana Pacers,123.0,,
1174,"Wed, Apr 6, 2016",10:30 pm,Box Score,Los Angeles Clippers,91.0,Los Angeles Lakers,81.0,,
1175,"Wed, Apr 6, 2016",7:30 pm,Box Score,Charlotte Hornets,111.0,New York Knicks,97.0,,
1176,"Wed, Apr 6, 2016",7:00 pm,Box Score,Detroit Pistons,108.0,Orlando Magic,104.0,,
1177,"Wed, Apr 6, 2016",10:00 pm,Box Score,Oklahoma City Thunder,115.0,Portland Trail Blazers,120.0,,
1178,"Wed, Apr 6, 2016",7:00 pm,Box Score,Brooklyn Nets,103.0,Washington Wizards,121.0,,
1179,"Thu, Apr 7, 2016",8:00 pm,Box Score,Toronto Raptors,87.0,Atlanta Hawks,95.0,,
1180,"Thu, Apr 7, 2016",10:30 pm,Box Score,San Antonio Spurs,101.0,Golden State Warriors,112.0,,
1181,"Thu, Apr 7, 2016",8:00 pm,Box Score,Phoenix Suns,124.0,Houston Rockets,115.0,,
1182,"Thu, Apr 7, 2016",8:00 pm,Box Score,Chicago Bulls,98.0,Miami Heat,106.0,,
1183,"Thu, Apr 7, 2016",10:00 pm,Box Score,Minnesota Timberwolves,105.0,Sacramento Kings,97.0,,
1184,"Fri, Apr 8, 2016",7:30 pm,Box Score,Milwaukee Bucks,109.0,Boston Celtics,124.0,,
1185,"Fri, Apr 8, 2016",7:00 pm,Box Score,Brooklyn Nets,99.0,Charlotte Hornets,113.0,,
1186,"Fri, Apr 8, 2016",8:30 pm,Box Score,Memphis Grizzlies,93.0,Dallas Mavericks,103.0,,
1187,"Fri, Apr 8, 2016",9:00 pm,Box Score,San Antonio Spurs,98.0,Denver Nuggets,102.0,,
1188,"Fri, Apr 8, 2016",7:30 pm,Box Score,Washington Wizards,99.0,Detroit Pistons,112.0,,
1189,"Fri, Apr 8, 2016",8:00 pm,Box Score,Los Angeles Lakers,102.0,New Orleans Pelicans,110.0,,
1190,"Fri, Apr 8, 2016",7:00 pm,Box Score,Miami Heat,109.0,Orlando Magic,112.0,,
1191,"Fri, Apr 8, 2016",7:00 pm,Box Score,New York Knicks,109.0,Philadelphia 76ers,102.0,,
1192,"Fri, Apr 8, 2016",7:30 pm,Box Score,Indiana Pacers,98.0,Toronto Raptors,111.0,,
1193,"Fri, Apr 8, 2016",9:00 pm,Box Score,Los Angeles Clippers,102.0,Utah Jazz,99.0,OT,
1194,"Sat, Apr 9, 2016",7:30 pm,Box Score,Boston Celtics,107.0,Atlanta Hawks,118.0,,
1195,"Sat, Apr 9, 2016",8:30 pm,Box Score,Cleveland Cavaliers,102.0,Chicago Bulls,105.0,,
1196,"Sat, Apr 9, 2016",8:00 pm,Box Score,Golden State Warriors,100.0,Memphis Grizzlies,99.0,,
1197,"Sat, Apr 9, 2016",7:00 pm,Box Score,Phoenix Suns,121.0,New Orleans Pelicans,100.0,,
1198,"Sat, Apr 9, 2016",10:30 pm,Box Score,Minnesota Timberwolves,106.0,Portland Trail Blazers,105.0,,
1199,"Sat, Apr 9, 2016",10:30 pm,Box Score,Oklahoma City Thunder,112.0,Sacramento Kings,114.0,,
1200,"Sun, Apr 10, 2016",5:00 pm,Box Score,Utah Jazz,100.0,Denver Nuggets,84.0,,
1201,"Sun, Apr 10, 2016",3:30 pm,Box Score,Los Angeles Lakers,110.0,Houston Rockets,130.0,,
1202,"Sun, Apr 10, 2016",6:00 pm,Box Score,Brooklyn Nets,105.0,Indiana Pacers,129.0,,
1203,"Sun, Apr 10, 2016",3:30 pm,Box Score,Dallas Mavericks,91.0,Los Angeles Clippers,98.0,,
1204,"Sun, Apr 10, 2016",6:00 pm,Box Score,Orlando Magic,96.0,Miami Heat,118.0,,
1205,"Sun, Apr 10, 2016",7:30 pm,Box Score,Toronto Raptors,93.0,New York Knicks,89.0,,
1206,"Sun, Apr 10, 2016",5:00 pm,Box Score,Milwaukee Bucks,109.0,Philadelphia 76ers,108.0,OT,
1207,"Sun, Apr 10, 2016",7:00 pm,Box Score,Golden State Warriors,92.0,San Antonio Spurs,86.0,,
1208,"Sun, Apr 10, 2016",12:00 pm,Box Score,Charlotte Hornets,98.0,Washington Wizards,113.0,,
1209,"Mon, Apr 11, 2016",7:30 pm,Box Score,Charlotte Hornets,114.0,Boston Celtics,100.0,,
1210,"Mon, Apr 11, 2016",7:30 pm,Box Score,Washington Wizards,120.0,Brooklyn Nets,111.0,,
1211,"Mon, Apr 11, 2016",7:00 pm,Box Score,Atlanta Hawks,94.0,Cleveland Cavaliers,109.0,,
1212,"Mon, Apr 11, 2016",8:00 pm,Box Score,Houston Rockets,129.0,Minnesota Timberwolves,105.0,,
1213,"Mon, Apr 11, 2016",8:00 pm,Box Score,Chicago Bulls,121.0,New Orleans Pelicans,116.0,,
1214,"Mon, Apr 11, 2016",8:00 pm,Box Score,Los Angeles Lakers,79.0,Oklahoma City Thunder,112.0,,
1215,"Mon, Apr 11, 2016",7:00 pm,Box Score,Milwaukee Bucks,98.0,Orlando Magic,107.0,,
1216,"Mon, Apr 11, 2016",10:00 pm,Box Score,Sacramento Kings,105.0,Phoenix Suns,101.0,,
1217,"Mon, Apr 11, 2016",9:00 pm,Box Score,Dallas Mavericks,101.0,Utah Jazz,92.0,,
1218,"Tue, Apr 12, 2016",7:30 pm,Box Score,Miami Heat,99.0,Detroit Pistons,93.0,,
1219,"Tue, Apr 12, 2016",7:00 pm,Box Score,New York Knicks,90.0,Indiana Pacers,102.0,,
1220,"Tue, Apr 12, 2016",10:30 pm,Box Score,Memphis Grizzlies,84.0,Los Angeles Clippers,110.0,,
1221,"Tue, Apr 12, 2016",8:00 pm,Box Score,Oklahoma City Thunder,98.0,San Antonio Spurs,102.0,OT,
1222,"Tue, Apr 12, 2016",7:30 pm,Box Score,Philadelphia 76ers,98.0,Toronto Raptors,122.0,,
1223,"Wed, Apr 13, 2016",8:00 pm,Box Score,Miami Heat,88.0,Boston Celtics,98.0,,
1224,"Wed, Apr 13, 2016",8:00 pm,Box Score,Toronto Raptors,103.0,Brooklyn Nets,96.0,,
1225,"Wed, Apr 13, 2016",8:00 pm,Box Score,Philadelphia 76ers,105.0,Chicago Bulls,115.0,,
1226,"Wed, Apr 13, 2016",8:00 pm,Box Score,Orlando Magic,103.0,Charlotte Hornets,117.0,,
1227,"Wed, Apr 13, 2016",8:00 pm,Box Score,Detroit Pistons,112.0,Cleveland Cavaliers,110.0,OT,
1228,"Wed, Apr 13, 2016",8:00 pm,Box Score,San Antonio Spurs,96.0,Dallas Mavericks,91.0,,
1229,"Wed, Apr 13, 2016",10:30 pm,Box Score,Memphis Grizzlies,104.0,Golden State Warriors,125.0,,
1230,"Wed, Apr 13, 2016",8:00 pm,Box Score,Sacramento Kings,81.0,Houston Rockets,116.0,,
1231,"Wed, Apr 13, 2016",10:30 pm,Box Score,Utah Jazz,96.0,Los Angeles Lakers,101.0,,
1232,"Wed, Apr 13, 2016",8:00 pm,Box Score,Indiana Pacers,97.0,Milwaukee Bucks,92.0,,
1233,"Wed, Apr 13, 2016",8:00 pm,Box Score,New Orleans Pelicans,109.0,Minnesota Timberwolves,144.0,,
1234,"Wed, Apr 13, 2016",10:30 pm,Box Score,Los Angeles Clippers,105.0,Phoenix Suns,114.0,,
1235,"Wed, Apr 13, 2016",10:30 pm,Box Score,Denver Nuggets,99.0,Portland Trail Blazers,107.0,,
1236,"Wed, Apr 13, 2016",8:00 pm,Box Score,Atlanta Hawks,98.0,Washington Wizards,109.0,,
