,Date,Start (ET),Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes
547,"Fri, Jan 8, 2016",8:00 pm,Box Score,Cleveland Cavaliers,125.0,Minnesota Timberwolves,99.0,,
548,"Fri, Jan 8, 2016",8:00 pm,Box Score,Indiana Pacers,91.0,New Orleans Pelicans,86.0,,
549,"Fri, Jan 8, 2016",9:30 pm,Box Score,Miami Heat,103.0,Phoenix Suns,95.0,,
550,"Fri, Jan 8, 2016",10:00 pm,Box Score,Golden State Warriors,128.0,Portland Trail Blazers,108.0,,
551,"Fri, Jan 8, 2016",8:30 pm,Box Score,New York Knicks,99.0,San Antonio Spurs,100.0,,
552,"Fri, Jan 8, 2016",7:00 pm,Box Score,Toronto Raptors,97.0,Washington Wizards,88.0,,
553,"Sat, Jan 9, 2016",5:00 pm,Box Score,Chicago Bulls,105.0,Atlanta Hawks,120.0,,
554,"Sat, Jan 9, 2016",7:30 pm,Box Score,Brooklyn Nets,89.0,Detroit Pistons,103.0,,
555,"Sat, Jan 9, 2016",3:30 pm,Box Score,Charlotte Hornets,83.0,Los Angeles Clippers,97.0,,
556,"Sat, Jan 9, 2016",7:00 pm,Box Score,Washington Wizards,105.0,Orlando Magic,99.0,,
557,"Sat, Jan 9, 2016",7:30 pm,Box Score,Toronto Raptors,108.0,Philadelphia 76ers,95.0,,
558,"Sat, Jan 9, 2016",10:00 pm,Box Score,Golden State Warriors,128.0,Sacramento Kings,116.0,,
559,"Sat, Jan 9, 2016",9:00 pm,Box Score,Miami Heat,83.0,Utah Jazz,98.0,,
560,"Sun, Jan 10, 2016",8:00 pm,Box Score,Charlotte Hornets,92.0,Denver Nuggets,95.0,,
561,"Sun, Jan 10, 2016",7:00 pm,Box Score,Indiana Pacers,103.0,Houston Rockets,107.0,OT,
562,"Sun, Jan 10, 2016",3:30 pm,Box Score,New Orleans Pelicans,111.0,Los Angeles Clippers,114.0,OT,
563,"Sun, Jan 10, 2016",9:30 pm,Box Score,Utah Jazz,86.0,Los Angeles Lakers,74.0,,
564,"Sun, Jan 10, 2016",6:00 pm,Box Score,Boston Celtics,98.0,Memphis Grizzlies,101.0,,
565,"Sun, Jan 10, 2016",5:00 pm,Box Score,Dallas Mavericks,93.0,Minnesota Timberwolves,87.0,,
566,"Sun, Jan 10, 2016",7:30 pm,Box Score,Milwaukee Bucks,88.0,New York Knicks,100.0,,
567,"Sun, Jan 10, 2016",6:00 pm,Box Score,Cleveland Cavaliers,95.0,Philadelphia 76ers,85.0,,
568,"Sun, Jan 10, 2016",9:00 pm,Box Score,Oklahoma City Thunder,110.0,Portland Trail Blazers,115.0,,
569,"Mon, Jan 11, 2016",7:30 pm,Box Score,San Antonio Spurs,106.0,Brooklyn Nets,79.0,,
570,"Mon, Jan 11, 2016",8:00 pm,Box Score,Washington Wizards,114.0,Chicago Bulls,100.0,,
571,"Mon, Jan 11, 2016",10:30 pm,Box Score,Miami Heat,103.0,Golden State Warriors,111.0,,
572,"Tue, Jan 12, 2016",8:30 pm,Box Score,Cleveland Cavaliers,110.0,Dallas Mavericks,107.0,OT,
573,"Tue, Jan 12, 2016",7:30 pm,Box Score,San Antonio Spurs,109.0,Detroit Pistons,99.0,,
574,"Tue, Jan 12, 2016",7:00 pm,Box Score,Phoenix Suns,97.0,Indiana Pacers,116.0,,
575,"Tue, Jan 12, 2016",10:30 pm,Box Score,New Orleans Pelicans,91.0,Los Angeles Lakers,95.0,,
576,"Tue, Jan 12, 2016",8:00 pm,Box Score,Houston Rockets,107.0,Memphis Grizzlies,91.0,,
577,"Tue, Jan 12, 2016",8:00 pm,Box Score,Chicago Bulls,101.0,Milwaukee Bucks,106.0,,
578,"Tue, Jan 12, 2016",8:00 pm,Box Score,Oklahoma City Thunder,101.0,Minnesota Timberwolves,96.0,,
579,"Tue, Jan 12, 2016",7:30 pm,Box Score,Boston Celtics,114.0,New York Knicks,120.0,,
580,"Wed, Jan 13, 2016",8:00 pm,Box Score,Indiana Pacers,94.0,Boston Celtics,103.0,,
581,"Wed, Jan 13, 2016",7:30 pm,Box Score,New York Knicks,104.0,Brooklyn Nets,110.0,,
582,"Wed, Jan 13, 2016",7:00 pm,Box Score,Atlanta Hawks,84.0,Charlotte Hornets,107.0,,
583,"Wed, Jan 13, 2016",9:00 pm,Box Score,Golden State Warriors,110.0,Denver Nuggets,112.0,,
584,"Wed, Jan 13, 2016",8:00 pm,Box Score,Minnesota Timberwolves,104.0,Houston Rockets,107.0,,
585,"Wed, Jan 13, 2016",10:30 pm,Box Score,Miami Heat,90.0,Los Angeles Clippers,104.0,,
586,"Wed, Jan 13, 2016",8:00 pm,Box Score,Dallas Mavericks,89.0,Oklahoma City Thunder,108.0,,
587,"Wed, Jan 13, 2016",10:00 pm,Box Score,Utah Jazz,85.0,Portland Trail Blazers,99.0,,
588,"Wed, Jan 13, 2016",10:00 pm,Box Score,New Orleans Pelicans,109.0,Sacramento Kings,97.0,,
589,"Wed, Jan 13, 2016",7:00 pm,Box Score,Milwaukee Bucks,101.0,Washington Wizards,106.0,,
590,"Thu, Jan 14, 2016",10:30 pm,Box Score,Los Angeles Lakers,98.0,Golden State Warriors,116.0,,
591,"Thu, Jan 14, 2016",8:00 pm,Box Score,Detroit Pistons,101.0,Memphis Grizzlies,103.0,,
592,"Thu, Jan 14, 2016",3:00 pm,Box Score,Toronto Raptors,106.0,Orlando Magic,103.0,OT,"at London, England"
593,"Thu, Jan 14, 2016",7:00 pm,Box Score,Chicago Bulls,115.0,Philadelphia 76ers,111.0,OT,
594,"Thu, Jan 14, 2016",8:00 pm,Box Score,Cleveland Cavaliers,95.0,San Antonio Spurs,99.0,,
595,"Thu, Jan 14, 2016",9:00 pm,Box Score,Sacramento Kings,103.0,Utah Jazz,101.0,,
596,"Fri, Jan 15, 2016",7:30 pm,Box Score,Phoenix Suns,103.0,Boston Celtics,117.0,,
597,"Fri, Jan 15, 2016",7:30 pm,Box Score,Portland Trail Blazers,116.0,Brooklyn Nets,104.0,,
598,"Fri, Jan 15, 2016",8:00 pm,Box Score,Dallas Mavericks,83.0,Chicago Bulls,77.0,,
599,"Fri, Jan 15, 2016",9:00 pm,Box Score,Miami Heat,98.0,Denver Nuggets,95.0,,
600,"Fri, Jan 15, 2016",9:30 pm,Box Score,Cleveland Cavaliers,91.0,Houston Rockets,77.0,,
601,"Fri, Jan 15, 2016",7:00 pm,Box Score,Washington Wizards,118.0,Indiana Pacers,104.0,,
602,"Fri, Jan 15, 2016",8:00 pm,Box Score,Atlanta Hawks,101.0,Milwaukee Bucks,108.0,OT,
603,"Fri, Jan 15, 2016",8:00 pm,Box Score,Charlotte Hornets,107.0,New Orleans Pelicans,109.0,,
604,"Fri, Jan 15, 2016",7:00 pm,Box Score,Minnesota Timberwolves,93.0,Oklahoma City Thunder,113.0,,
605,"Sat, Jan 16, 2016",7:30 pm,Box Score,Brooklyn Nets,86.0,Atlanta Hawks,114.0,,
606,"Sat, Jan 16, 2016",7:00 pm,Box Score,Milwaukee Bucks,105.0,Charlotte Hornets,92.0,,
607,"Sat, Jan 16, 2016",7:30 pm,Box Score,Golden State Warriors,95.0,Detroit Pistons,113.0,,
608,"Sat, Jan 16, 2016",10:30 pm,Box Score,Sacramento Kings,110.0,Los Angeles Clippers,103.0,,
609,"Sat, Jan 16, 2016",8:00 pm,Box Score,New York Knicks,95.0,Memphis Grizzlies,103.0,,
610,"Sat, Jan 16, 2016",7:30 pm,Box Score,Portland Trail Blazers,89.0,Philadelphia 76ers,114.0,,
611,"Sat, Jan 16, 2016",9:00 pm,Box Score,Los Angeles Lakers,82.0,Utah Jazz,109.0,,
612,"Sat, Jan 16, 2016",7:30 pm,Box Score,Boston Celtics,119.0,Washington Wizards,117.0,,
613,"Sun, Jan 17, 2016",8:00 pm,Box Score,Indiana Pacers,126.0,Denver Nuggets,129.0,,
614,"Sun, Jan 17, 2016",9:30 pm,Box Score,Houston Rockets,112.0,Los Angeles Lakers,95.0,,
615,"Sun, Jan 17, 2016",3:30 pm,Box Score,Phoenix Suns,87.0,Minnesota Timberwolves,117.0,,
616,"Sun, Jan 17, 2016",7:00 pm,Box Score,Miami Heat,74.0,Oklahoma City Thunder,99.0,,
617,"Sun, Jan 17, 2016",7:00 pm,Box Score,Dallas Mavericks,83.0,San Antonio Spurs,112.0,,
618,"Mon, Jan 18, 2016",5:00 pm,Box Score,Orlando Magic,81.0,Atlanta Hawks,98.0,,
619,"Mon, Jan 18, 2016",2:00 pm,Box Score,Utah Jazz,119.0,Charlotte Hornets,124.0,2OT,
620,"Mon, Jan 18, 2016",8:00 pm,Box Score,Golden State Warriors,132.0,Cleveland Cavaliers,98.0,,
621,"Mon, Jan 18, 2016",8:30 pm,Box Score,Boston Celtics,113.0,Dallas Mavericks,118.0,OT,
622,"Mon, Jan 18, 2016",3:30 pm,Box Score,Chicago Bulls,111.0,Detroit Pistons,101.0,,
623,"Mon, Jan 18, 2016",10:30 pm,Box Score,Houston Rockets,132.0,Los Angeles Clippers,140.0,OT,
624,"Mon, Jan 18, 2016",2:30 pm,Box Score,New Orleans Pelicans,99.0,Memphis Grizzlies,101.0,,
625,"Mon, Jan 18, 2016",1:00 pm,Box Score,Philadelphia 76ers,113.0,New York Knicks,119.0,2OT,
626,"Mon, Jan 18, 2016",7:30 pm,Box Score,Brooklyn Nets,100.0,Toronto Raptors,112.0,,
627,"Mon, Jan 18, 2016",2:00 pm,Box Score,Portland Trail Blazers,108.0,Washington Wizards,98.0,,
628,"Tue, Jan 19, 2016",9:00 pm,Box Score,Oklahoma City Thunder,110.0,Denver Nuggets,104.0,,
629,"Tue, Jan 19, 2016",7:30 pm,Box Score,Milwaukee Bucks,91.0,Miami Heat,79.0,,
630,"Tue, Jan 19, 2016",8:00 pm,Box Score,Minnesota Timberwolves,99.0,New Orleans Pelicans,114.0,,
631,"Tue, Jan 19, 2016",9:00 pm,Box Score,Indiana Pacers,97.0,Phoenix Suns,94.0,,
632,"Wed, Jan 20, 2016",7:30 pm,Box Score,Cleveland Cavaliers,91.0,Brooklyn Nets,78.0,,
633,"Wed, Jan 20, 2016",8:00 pm,Box Score,Golden State Warriors,125.0,Chicago Bulls,94.0,,
634,"Wed, Jan 20, 2016",8:30 pm,Box Score,Minnesota Timberwolves,94.0,Dallas Mavericks,106.0,OT,
635,"Wed, Jan 20, 2016",8:00 pm,Box Score,Detroit Pistons,123.0,Houston Rockets,114.0,,
636,"Wed, Jan 20, 2016",10:30 pm,Box Score,Sacramento Kings,112.0,Los Angeles Lakers,93.0,,
637,"Wed, Jan 20, 2016",7:30 pm,Box Score,Utah Jazz,111.0,New York Knicks,118.0,OT,
638,"Wed, Jan 20, 2016",8:00 pm,Box Score,Charlotte Hornets,95.0,Oklahoma City Thunder,109.0,,
639,"Wed, Jan 20, 2016",7:00 pm,Box Score,Philadelphia 76ers,96.0,Orlando Magic,87.0,,
640,"Wed, Jan 20, 2016",10:30 pm,Box Score,Atlanta Hawks,104.0,Portland Trail Blazers,98.0,,
641,"Wed, Jan 20, 2016",7:30 pm,Box Score,Boston Celtics,109.0,Toronto Raptors,115.0,,
642,"Wed, Jan 20, 2016",7:00 pm,Box Score,Miami Heat,87.0,Washington Wizards,106.0,,
643,"Thu, Jan 21, 2016",8:00 pm,Box Score,Los Angeles Clippers,102.0,Cleveland Cavaliers,115.0,,
644,"Thu, Jan 21, 2016",9:00 pm,Box Score,Memphis Grizzlies,102.0,Denver Nuggets,101.0,,
645,"Thu, Jan 21, 2016",8:00 pm,Box Score,Detroit Pistons,99.0,New Orleans Pelicans,115.0,,
646,"Thu, Jan 21, 2016",10:30 pm,Box Score,San Antonio Spurs,117.0,Phoenix Suns,89.0,,
647,"Thu, Jan 21, 2016",10:00 pm,Box Score,Atlanta Hawks,88.0,Sacramento Kings,91.0,,
648,"Fri, Jan 22, 2016",7:30 pm,Box Score,Chicago Bulls,101.0,Boston Celtics,110.0,,
649,"Fri, Jan 22, 2016",7:30 pm,Box Score,Utah Jazz,108.0,Brooklyn Nets,86.0,,
650,"Fri, Jan 22, 2016",8:30 pm,Box Score,Oklahoma City Thunder,109.0,Dallas Mavericks,106.0,,
651,"Fri, Jan 22, 2016",10:30 pm,Box Score,Indiana Pacers,110.0,Golden State Warriors,122.0,,
652,"Fri, Jan 22, 2016",8:00 pm,Box Score,Milwaukee Bucks,98.0,Houston Rockets,102.0,,
653,"Fri, Jan 22, 2016",10:30 pm,Box Score,San Antonio Spurs,108.0,Los Angeles Lakers,95.0,,
654,"Fri, Jan 22, 2016",7:30 pm,Box Score,Los Angeles Clippers,116.0,New York Knicks,88.0,,
655,"Fri, Jan 22, 2016",7:00 pm,Box Score,Charlotte Hornets,120.0,Orlando Magic,116.0,OT,
656,"Fri, Jan 22, 2016",8:00 pm,Box Score,Miami Heat,81.0,Toronto Raptors,101.0,,
657,"Sat, Jan 23, 2016",7:00 pm,Box Score,New York Knicks,84.0,Charlotte Hornets,97.0,,
658,"Sat, Jan 23, 2016",8:30 pm,Box Score,Chicago Bulls,96.0,Cleveland Cavaliers,83.0,,
659,"Sat, Jan 23, 2016",9:30 pm,Box Score,Detroit Pistons,101.0,Denver Nuggets,104.0,,
660,"Sat, Jan 23, 2016",8:00 pm,Box Score,Memphis Grizzlies,101.0,Minnesota Timberwolves,106.0,,
661,"Sat, Jan 23, 2016",7:00 pm,Box Score,Milwaukee Bucks,99.0,New Orleans Pelicans,116.0,,
662,"Sat, Jan 23, 2016",9:00 pm,Box Score,Atlanta Hawks,95.0,Phoenix Suns,98.0,,
663,"Sat, Jan 23, 2016",10:30 pm,Box Score,Los Angeles Lakers,103.0,Portland Trail Blazers,121.0,,
664,"Sat, Jan 23, 2016",10:30 pm,Box Score,Indiana Pacers,97.0,Sacramento Kings,108.0,,
665,"Sun, Jan 24, 2016",7:30 pm,Box Score,Oklahoma City Thunder,106.0,Brooklyn Nets,116.0,,
666,"Sun, Jan 24, 2016",3:30 pm,Box Score,Dallas Mavericks,104.0,Houston Rockets,115.0,,
667,"Sun, Jan 24, 2016",7:00 pm,Box Score,Boston Celtics,112.0,Philadelphia 76ers,92.0,,
668,"Sun, Jan 24, 2016",6:00 pm,Box Score,Los Angeles Clippers,94.0,Toronto Raptors,112.0,,
669,"Mon, Jan 25, 2016",8:00 pm,Box Score,Miami Heat,89.0,Chicago Bulls,84.0,,
670,"Mon, Jan 25, 2016",7:00 pm,Box Score,Minnesota Timberwolves,107.0,Cleveland Cavaliers,114.0,,
671,"Mon, Jan 25, 2016",9:00 pm,Box Score,Atlanta Hawks,119.0,Denver Nuggets,105.0,,
672,"Mon, Jan 25, 2016",10:30 pm,Box Score,San Antonio Spurs,90.0,Golden State Warriors,120.0,,
673,"Mon, Jan 25, 2016",8:00 pm,Box Score,Orlando Magic,102.0,Memphis Grizzlies,108.0,OT,
674,"Mon, Jan 25, 2016",8:00 pm,Box Score,Houston Rockets,112.0,New Orleans Pelicans,111.0,,
675,"Mon, Jan 25, 2016",10:00 pm,Box Score,Charlotte Hornets,129.0,Sacramento Kings,128.0,2OT,
676,"Mon, Jan 25, 2016",9:00 pm,Box Score,Detroit Pistons,95.0,Utah Jazz,92.0,,
677,"Mon, Jan 25, 2016",7:00 pm,Box Score,Boston Celtics,116.0,Washington Wizards,91.0,,
678,"Tue, Jan 26, 2016",7:30 pm,Box Score,Miami Heat,102.0,Brooklyn Nets,98.0,,
679,"Tue, Jan 26, 2016",7:00 pm,Box Score,Los Angeles Clippers,91.0,Indiana Pacers,89.0,,
680,"Tue, Jan 26, 2016",10:30 pm,Box Score,Dallas Mavericks,92.0,Los Angeles Lakers,90.0,,
681,"Tue, Jan 26, 2016",8:00 pm,Box Score,Orlando Magic,100.0,Milwaukee Bucks,107.0,,
682,"Tue, Jan 26, 2016",7:30 pm,Box Score,Oklahoma City Thunder,128.0,New York Knicks,122.0,OT,
683,"Tue, Jan 26, 2016",7:00 pm,Box Score,Phoenix Suns,103.0,Philadelphia 76ers,113.0,,
684,"Tue, Jan 26, 2016",10:00 pm,Box Score,Sacramento Kings,97.0,Portland Trail Blazers,112.0,,
685,"Tue, Jan 26, 2016",7:30 pm,Box Score,Washington Wizards,89.0,Toronto Raptors,106.0,,
686,"Wed, Jan 27, 2016",8:00 pm,Box Score,Los Angeles Clippers,85.0,Atlanta Hawks,83.0,,
687,"Wed, Jan 27, 2016",7:30 pm,Box Score,Denver Nuggets,103.0,Boston Celtics,111.0,,
688,"Wed, Jan 27, 2016",7:00 pm,Box Score,Phoenix Suns,93.0,Cleveland Cavaliers,115.0,,
689,"Wed, Jan 27, 2016",7:30 pm,Box Score,Philadelphia 76ers,97.0,Detroit Pistons,110.0,,
690,"Wed, Jan 27, 2016",10:30 pm,Box Score,Dallas Mavericks,107.0,Golden State Warriors,127.0,,
691,"Wed, Jan 27, 2016",8:00 pm,Box Score,Oklahoma City Thunder,126.0,Minnesota Timberwolves,123.0,,
692,"Wed, Jan 27, 2016",8:00 pm,Box Score,Houston Rockets,99.0,San Antonio Spurs,130.0,,
693,"Wed, Jan 27, 2016",9:00 pm,Box Score,Charlotte Hornets,73.0,Utah Jazz,102.0,,
694,"Thu, Jan 28, 2016",7:00 pm,Box Score,Atlanta Hawks,92.0,Indiana Pacers,111.0,,
695,"Thu, Jan 28, 2016",10:30 pm,Box Score,Chicago Bulls,114.0,Los Angeles Lakers,91.0,,
696,"Thu, Jan 28, 2016",8:00 pm,Box Score,Milwaukee Bucks,83.0,Memphis Grizzlies,103.0,,
697,"Thu, Jan 28, 2016",8:00 pm,Box Score,Sacramento Kings,105.0,New Orleans Pelicans,114.0,,
698,"Thu, Jan 28, 2016",8:00 pm,Box Score,New York Knicks,93.0,Toronto Raptors,103.0,,
699,"Thu, Jan 28, 2016",7:00 pm,Box Score,Denver Nuggets,117.0,Washington Wizards,113.0,,
700,"Fri, Jan 29, 2016",7:30 pm,Box Score,Orlando Magic,94.0,Boston Celtics,113.0,,
701,"Fri, Jan 29, 2016",8:30 pm,Box Score,Brooklyn Nets,79.0,Dallas Mavericks,91.0,,
702,"Fri, Jan 29, 2016",7:30 pm,Box Score,Cleveland Cavaliers,114.0,Detroit Pistons,106.0,,
703,"Fri, Jan 29, 2016",10:30 pm,Box Score,Los Angeles Lakers,93.0,Los Angeles Clippers,105.0,,
704,"Fri, Jan 29, 2016",8:00 pm,Box Score,Miami Heat,107.0,Milwaukee Bucks,103.0,,
705,"Fri, Jan 29, 2016",7:30 pm,Box Score,Phoenix Suns,84.0,New York Knicks,102.0,,
706,"Fri, Jan 29, 2016",8:00 pm,Box Score,Houston Rockets,108.0,Oklahoma City Thunder,116.0,,
707,"Fri, Jan 29, 2016",10:00 pm,Box Score,Charlotte Hornets,91.0,Portland Trail Blazers,109.0,,
708,"Fri, Jan 29, 2016",9:00 pm,Box Score,Minnesota Timberwolves,90.0,Utah Jazz,103.0,,
709,"Sat, Jan 30, 2016",8:30 pm,Box Score,San Antonio Spurs,103.0,Cleveland Cavaliers,117.0,,
710,"Sat, Jan 30, 2016",8:00 pm,Box Score,Washington Wizards,123.0,Houston Rockets,122.0,,
711,"Sat, Jan 30, 2016",7:00 pm,Box Score,Denver Nuggets,105.0,Indiana Pacers,109.0,OT,
712,"Sat, Jan 30, 2016",8:00 pm,Box Score,Sacramento Kings,117.0,Memphis Grizzlies,121.0,,
713,"Sat, Jan 30, 2016",7:00 pm,Box Score,Brooklyn Nets,103.0,New Orleans Pelicans,105.0,,
714,"Sat, Jan 30, 2016",5:00 pm,Box Score,Golden State Warriors,108.0,Philadelphia 76ers,105.0,,
715,"Sat, Jan 30, 2016",6:30 pm,Box Score,Detroit Pistons,107.0,Toronto Raptors,111.0,,
716,"Sun, Jan 31, 2016",7:00 pm,Box Score,Phoenix Suns,78.0,Dallas Mavericks,91.0,,
717,"Sun, Jan 31, 2016",3:30 pm,Box Score,Chicago Bulls,93.0,Los Angeles Clippers,120.0,,
718,"Sun, Jan 31, 2016",9:30 pm,Box Score,Charlotte Hornets,101.0,Los Angeles Lakers,82.0,,
719,"Sun, Jan 31, 2016",6:00 pm,Box Score,Atlanta Hawks,87.0,Miami Heat,105.0,,
720,"Sun, Jan 31, 2016",7:30 pm,Box Score,Golden State Warriors,116.0,New York Knicks,95.0,,
721,"Sun, Jan 31, 2016",6:00 pm,Box Score,Boston Celtics,114.0,Orlando Magic,119.0,,
722,"Sun, Jan 31, 2016",9:00 pm,Box Score,Minnesota Timberwolves,93.0,Portland Trail Blazers,96.0,,
723,February,,,,,,,,
724,"Mon, Feb 1, 2016",8:00 pm,Box Score,Dallas Mavericks,97.0,Atlanta Hawks,112.0,,
725,"Mon, Feb 1, 2016",7:30 pm,Box Score,Detroit Pistons,105.0,Brooklyn Nets,100.0,,
726,"Mon, Feb 1, 2016",9:00 pm,Box Score,Toronto Raptors,93.0,Denver Nuggets,112.0,,
727,"Mon, Feb 1, 2016",7:00 pm,Box Score,Cleveland Cavaliers,111.0,Indiana Pacers,106.0,OT,
728,"Mon, Feb 1, 2016",8:00 pm,Box Score,Memphis Grizzlies,110.0,New Orleans Pelicans,95.0,,
729,"Mon, Feb 1, 2016",8:00 pm,Box Score,Washington Wizards,98.0,Oklahoma City Thunder,114.0,,
730,"Mon, Feb 1, 2016",10:00 pm,Box Score,Milwaukee Bucks,104.0,Sacramento Kings,111.0,,
731,"Mon, Feb 1, 2016",8:30 pm,Box Score,Orlando Magic,92.0,San Antonio Spurs,107.0,,
732,"Mon, Feb 1, 2016",9:00 pm,Box Score,Chicago Bulls,96.0,Utah Jazz,105.0,OT,
733,"Tue, Feb 2, 2016",8:00 pm,Box Score,Miami Heat,102.0,Houston Rockets,115.0,,
734,"Tue, Feb 2, 2016",10:30 pm,Box Score,Minnesota Timberwolves,115.0,Los Angeles Lakers,119.0,,
735,"Tue, Feb 2, 2016",7:30 pm,Box Score,Boston Celtics,97.0,New York Knicks,89.0,,
736,"Tue, Feb 2, 2016",9:00 pm,Box Score,Toronto Raptors,104.0,Phoenix Suns,97.0,,
737,"Tue, Feb 2, 2016",10:00 pm,Box Score,Milwaukee Bucks,95.0,Portland Trail Blazers,107.0,,
738,"Wed, Feb 3, 2016",7:30 pm,Box Score,Detroit Pistons,95.0,Boston Celtics,102.0,,
739,"Wed, Feb 3, 2016",7:30 pm,Box Score,Indiana Pacers,114.0,Brooklyn Nets,100.0,,
740,"Wed, Feb 3, 2016",7:00 pm,Box Score,Cleveland Cavaliers,97.0,Charlotte Hornets,106.0,,
741,"Wed, Feb 3, 2016",8:30 pm,Box Score,Miami Heat,93.0,Dallas Mavericks,90.0,,
742,"Wed, Feb 3, 2016",10:30 pm,Box Score,Minnesota Timberwolves,108.0,Los Angeles Clippers,102.0,,
743,"Wed, Feb 3, 2016",8:00 pm,Box Score,Orlando Magic,114.0,Oklahoma City Thunder,117.0,,
744,"Wed, Feb 3, 2016",7:00 pm,Box Score,Atlanta Hawks,124.0,Philadelphia 76ers,86.0,,
745,"Wed, Feb 3, 2016",10:00 pm,Box Score,Chicago Bulls,107.0,Sacramento Kings,102.0,,
746,"Wed, Feb 3, 2016",8:30 pm,Box Score,New Orleans Pelicans,97.0,San Antonio Spurs,110.0,,
747,"Wed, Feb 3, 2016",9:00 pm,Box Score,Denver Nuggets,81.0,Utah Jazz,85.0,,
748,"Wed, Feb 3, 2016",8:00 pm,Box Score,Golden State Warriors,134.0,Washington Wizards,121.0,,
749,"Thu, Feb 4, 2016",7:00 pm,Box Score,New York Knicks,105.0,Detroit Pistons,111.0,,
750,"Thu, Feb 4, 2016",9:30 pm,Box Score,Los Angeles Lakers,99.0,New Orleans Pelicans,96.0,,
751,"Thu, Feb 4, 2016",9:00 pm,Box Score,Houston Rockets,111.0,Phoenix Suns,105.0,,
752,"Thu, Feb 4, 2016",10:00 pm,Box Score,Toronto Raptors,110.0,Portland Trail Blazers,103.0,,
753,"Fri, Feb 5, 2016",7:00 pm,Box Score,Indiana Pacers,96.0,Atlanta Hawks,102.0,,
754,"Fri, Feb 5, 2016",7:30 pm,Box Score,Sacramento Kings,119.0,Brooklyn Nets,128.0,,
755,"Fri, Feb 5, 2016",7:00 pm,Box Score,Miami Heat,98.0,Charlotte Hornets,95.0,,
756,"Fri, Feb 5, 2016",7:30 pm,Box Score,Boston Celtics,104.0,Cleveland Cavaliers,103.0,,
757,"Fri, Feb 5, 2016",9:30 pm,Box Score,San Antonio Spurs,116.0,Dallas Mavericks,90.0,,
758,"Fri, Feb 5, 2016",9:00 pm,Box Score,Chicago Bulls,110.0,Denver Nuggets,115.0,,
759,"Fri, Feb 5, 2016",7:30 pm,Box Score,Memphis Grizzlies,91.0,New York Knicks,85.0,,
760,"Fri, Feb 5, 2016",7:00 pm,Box Score,Los Angeles Clippers,107.0,Orlando Magic,93.0,,
761,"Fri, Feb 5, 2016",9:00 pm,Box Score,Milwaukee Bucks,81.0,Utah Jazz,84.0,,
762,"Fri, Feb 5, 2016",7:00 pm,Box Score,Philadelphia 76ers,94.0,Washington Wizards,106.0,,
763,"Sat, Feb 6, 2016",7:00 pm,Box Score,Washington Wizards,104.0,Charlotte Hornets,108.0,,
764,"Sat, Feb 6, 2016",7:30 pm,Box Score,New Orleans Pelicans,84.0,Cleveland Cavaliers,99.0,,
765,"Sat, Feb 6, 2016",9:00 pm,Box Score,Oklahoma City Thunder,108.0,Golden State Warriors,116.0,,
766,"Sat, Feb 6, 2016",5:00 pm,Box Score,Portland Trail Blazers,96.0,Houston Rockets,79.0,,
767,"Sat, Feb 6, 2016",7:00 pm,Box Score,Detroit Pistons,104.0,Indiana Pacers,112.0,,
768,"Sat, Feb 6, 2016",8:00 pm,Box Score,Dallas Mavericks,114.0,Memphis Grizzlies,110.0,OT,
769,"Sat, Feb 6, 2016",8:00 pm,Box Score,Chicago Bulls,105.0,Minnesota Timberwolves,112.0,,
770,"Sat, Feb 6, 2016",7:30 pm,Box Score,Brooklyn Nets,98.0,Philadelphia 76ers,103.0,,
771,"Sat, Feb 6, 2016",9:00 pm,Box Score,Utah Jazz,98.0,Phoenix Suns,89.0,,
772,"Sat, Feb 6, 2016",8:30 pm,Box Score,Los Angeles Lakers,102.0,San Antonio Spurs,106.0,,
773,"Sun, Feb 7, 2016",1:00 pm,Box Score,Sacramento Kings,119.0,Boston Celtics,128.0,,
774,"Sun, Feb 7, 2016",2:00 pm,Box Score,Los Angeles Clippers,100.0,Miami Heat,93.0,,
775,"Sun, Feb 7, 2016",1:00 pm,Box Score,Denver Nuggets,101.0,New York Knicks,96.0,,
776,"Sun, Feb 7, 2016",1:00 pm,Box Score,Atlanta Hawks,94.0,Orlando Magic,96.0,,
777,"Mon, Feb 8, 2016",8:00 pm,Box Score,Orlando Magic,117.0,Atlanta Hawks,110.0,OT,
778,"Mon, Feb 8, 2016",7:30 pm,Box Score,Denver Nuggets,104.0,Brooklyn Nets,105.0,,
779,"Mon, Feb 8, 2016",7:00 pm,Box Score,Chicago Bulls,91.0,Charlotte Hornets,108.0,,
780,"Mon, Feb 8, 2016",7:00 pm,Box Score,Sacramento Kings,100.0,Cleveland Cavaliers,120.0,,
781,"Mon, Feb 8, 2016",7:30 pm,Box Score,Toronto Raptors,103.0,Detroit Pistons,89.0,,
782,"Mon, Feb 8, 2016",7:00 pm,Box Score,Los Angeles Lakers,87.0,Indiana Pacers,89.0,,
783,"Mon, Feb 8, 2016",8:00 pm,Box Score,Portland Trail Blazers,112.0,Memphis Grizzlies,106.0,OT,
784,"Mon, Feb 8, 2016",8:00 pm,Box Score,New Orleans Pelicans,116.0,Minnesota Timberwolves,102.0,,
785,"Mon, Feb 8, 2016",7:00 pm,Box Score,Los Angeles Clippers,98.0,Philadelphia 76ers,92.0,OT,
